Algorithm,ARI Score,Duration,Sample size,Root0,Root1,Root2
Agglomerative,0.6149077480882776,0.0016551017761230469,52,GO:0033554,GO:0042391,GO:0045165
DBSCAN,0.0,0.06485486030578613,52,GO:0033554,GO:0042391,GO:0045165
HDBSCAN,0.4273619425660387,0.0038356781005859375,52,GO:0033554,GO:0042391,GO:0045165
K-Means,0.7261053471530153,0.009588479995727539,83,GO:0033554,GO:0042391,GO:0030154
Agglomerative,0.6812160419674443,0.001773834228515625,83,GO:0033554,GO:0042391,GO:0030154
DBSCAN,0.0,0.06493759155273438,83,GO:0033554,GO:0042391,GO:0030154
HDBSCAN,0.4902341715180587,0.0072939395904541016,83,GO:0033554,GO:0042391,GO:0030154
K-Means,0.5358164083786945,0.009708166122436523,57,GO:0033554,GO:0042391,GO:0010035
Agglomerative,0.5636615491169341,0.0017116069793701172,57,GO:0033554,GO:0042391,GO:0010035
DBSCAN,0.0,0.06482768058776855,57,GO:0033554,GO:0042391,GO:0010035
HDBSCAN,0.4102859055068705,0.004263639450073242,57,GO:0033554,GO:0042391,GO:0010035
K-Means,0.054110812035285026,0.009722709655761719,66,GO:0033554,GO:0042391,GO:0010033
Agglomerative,0.5233199941397537,0.0018496513366699219,66,GO:0033554,GO:0042391,GO:0010033
DBSCAN,0.0,0.002263307571411133,66,GO:0033554,GO:0042391,GO:0010033
HDBSCAN,0.45089737819286596,0.0050580501556396484,66,GO:0033554,GO:0042391,GO:0010033
K-Means,0.028369870042695186,0.009711980819702148,65,GO:0033554,GO:0042391,GO:0051649
Agglomerative,0.42127460168697284,0.0018398761749267578,65,GO:0033554,GO:0042391,GO:0051649
DBSCAN,0.0,0.0022394657135009766,65,GO:0033554,GO:0042391,GO:0051649
HDBSCAN,0.3111128590886321,0.004978656768798828,65,GO:0033554,GO:0042391,GO:0051649
K-Means,0.38574440480051897,0.00971531867980957,51,GO:0033554,GO:0045165,GO:0010035
Agglomerative,0.4034523907983506,0.0016405582427978516,51,GO:0033554,GO:0045165,GO:0010035
DBSCAN,0.0,0.002185821533203125,51,GO:0033554,GO:0045165,GO:0010035
HDBSCAN,0.0,0.0036649703979492188,51,GO:0033554,GO:0045165,GO:0010035
K-Means,0.41156700708211347,0.00972437858581543,60,GO:0033554,GO:0045165,GO:0010033
Agglomerative,0.41558582149245044,0.0017578601837158203,60,GO:0033554,GO:0045165,GO:0010033
DBSCAN,0.0,0.0022003650665283203,60,GO:0033554,GO:0045165,GO:0010033
HDBSCAN,0.0,0.004339456558227539,60,GO:0033554,GO:0045165,GO:0010033
K-Means,0.35255466669440744,0.009564876556396484,59,GO:0033554,GO:0045165,GO:0051649
Agglomerative,0.35255466669440744,0.0014522075653076172,59,GO:0033554,GO:0045165,GO:0051649
DBSCAN,0.0,0.0021071434020996094,59,GO:0033554,GO:0045165,GO:0051649
HDBSCAN,0.057779877395964074,0.0046231746673583984,59,GO:0033554,GO:0045165,GO:0051649
K-Means,0.7559495911671863,0.009782552719116211,82,GO:0033554,GO:0030154,GO:0010035
Agglomerative,0.6832398310889904,0.002144336700439453,82,GO:0033554,GO:0030154,GO:0010035
DBSCAN,0.0,0.0023725032806396484,82,GO:0033554,GO:0030154,GO:0010035
HDBSCAN,0.39902658404327973,0.007262468338012695,82,GO:0033554,GO:0030154,GO:0010035
K-Means,0.6855851296150036,0.00961160659790039,91,GO:0033554,GO:0030154,GO:0010033
Agglomerative,0.671069240125766,0.0019183158874511719,91,GO:0033554,GO:0030154,GO:0010033
DBSCAN,0.0,0.002293825149536133,91,GO:0033554,GO:0030154,GO:0010033
HDBSCAN,0.4478347998154229,0.008835554122924805,91,GO:0033554,GO:0030154,GO:0010033
K-Means,0.4996627651831301,0.009608030319213867,90,GO:0033554,GO:0030154,GO:0051649
Agglomerative,0.20363710735772841,0.0018949508666992188,90,GO:0033554,GO:0030154,GO:0051649
DBSCAN,0.0,0.002284526824951172,90,GO:0033554,GO:0030154,GO:0051649
HDBSCAN,0.27345440827456574,0.008869647979736328,90,GO:0033554,GO:0030154,GO:0051649
K-Means,0.4918653150291412,0.009720563888549805,64,GO:0033554,GO:0010035,GO:0051649
Agglomerative,0.4918653150291412,0.001827239990234375,64,GO:0033554,GO:0010035,GO:0051649
DBSCAN,0.0,0.002223491668701172,64,GO:0033554,GO:0010035,GO:0051649
HDBSCAN,0.2309448972558659,0.0049285888671875,64,GO:0033554,GO:0010035,GO:0051649
K-Means,0.49960656565077255,0.009727239608764648,73,GO:0033554,GO:0010033,GO:0051649
Agglomerative,0.49960656565077255,0.0019676685333251953,73,GO:0033554,GO:0010033,GO:0051649
DBSCAN,0.0,0.002279996871948242,73,GO:0033554,GO:0010033,GO:0051649
HDBSCAN,0.31182984707329936,0.005760669708251953,73,GO:0033554,GO:0010033,GO:0051649
K-Means,0.5366900791674538,0.00974893569946289,69,GO:0050793,GO:0006810,GO:0042391
Agglomerative,0.43695123039084505,0.001917123794555664,69,GO:0050793,GO:0006810,GO:0042391
DBSCAN,0.0,0.0022652149200439453,69,GO:0050793,GO:0006810,GO:0042391
HDBSCAN,0.5682468608014264,0.005428791046142578,69,GO:0050793,GO:0006810,GO:0042391
K-Means,0.6441114095857486,0.009701967239379883,63,GO:0050793,GO:0006810,GO:0045165
Agglomerative,0.550025920165889,0.0018012523651123047,63,GO:0050793,GO:0006810,GO:0045165
DBSCAN,0.0,0.002228260040283203,63,GO:0050793,GO:0006810,GO:0045165
HDBSCAN,0.4725120927149066,0.004801750183105469,63,GO:0050793,GO:0006810,GO:0045165
K-Means,0.5375127635392244,0.009788990020751953,94,GO:0050793,GO:0006810,GO:0030154
Agglomerative,0.474345005736386,0.002389669418334961,94,GO:0050793,GO:0006810,GO:0030154
DBSCAN,0.0,0.002443075180053711,94,GO:0050793,GO:0006810,GO:0030154
HDBSCAN,0.33356541113369004,0.008788585662841797,94,GO:0050793,GO:0006810,GO:0030154
K-Means,0.48242495522707224,0.009733438491821289,68,GO:0050793,GO:0006810,GO:0010035
Agglomerative,0.5172199162202102,0.0018949508666992188,68,GO:0050793,GO:0006810,GO:0010035
DBSCAN,0.0,0.0022497177124023438,68,GO:0050793,GO:0006810,GO:0010035
HDBSCAN,0.42199171809028907,0.005238771438598633,68,GO:0050793,GO:0006810,GO:0010035
K-Means,0.467238579613346,0.009788274765014648,77,GO:0050793,GO:0006810,GO:0010033
Agglomerative,0.4926260963914204,0.002042055130004883,77,GO:0050793,GO:0006810,GO:0010033
DBSCAN,0.0,0.06452775001525879,77,GO:0050793,GO:0006810,GO:0010033
HDBSCAN,0.4948612005482321,0.005965232849121094,77,GO:0050793,GO:0006810,GO:0010033
K-Means,0.4220483133637316,0.00957345962524414,54,GO:0050793,GO:0042391,GO:0045165
Agglomerative,0.5695727757324853,0.0015673637390136719,54,GO:0050793,GO:0042391,GO:0045165
DBSCAN,0.0,0.0021829605102539062,54,GO:0050793,GO:0042391,GO:0045165
HDBSCAN,0.37612136985850064,0.004217624664306641,54,GO:0050793,GO:0042391,GO:0045165
K-Means,0.7150544324656568,0.009778261184692383,85,GO:0050793,GO:0042391,GO:0030154
Agglomerative,0.6698752851739632,0.002203226089477539,85,GO:0050793,GO:0042391,GO:0030154
DBSCAN,0.0,0.0026094913482666016,85,GO:0050793,GO:0042391,GO:0030154
HDBSCAN,0.34084373956322345,0.008330106735229492,85,GO:0050793,GO:0042391,GO:0030154
K-Means,0.5545782286629379,0.009712696075439453,59,GO:0050793,GO:0042391,GO:0010035
Agglomerative,0.5260877747267311,0.0017514228820800781,59,GO:0050793,GO:0042391,GO:0010035
DBSCAN,0.0,0.0024406909942626953,59,GO:0050793,GO:0042391,GO:0010035
HDBSCAN,0.6660918311414166,0.004946231842041016,59,GO:0050793,GO:0042391,GO:0010035
K-Means,0.4890333578822623,0.009754657745361328,68,GO:0050793,GO:0042391,GO:0010033
Agglomerative,0.494024143470322,0.0018935203552246094,68,GO:0050793,GO:0042391,GO:0010033
DBSCAN,0.0,0.002480030059814453,68,GO:0050793,GO:0042391,GO:0010033
HDBSCAN,0.6425603821002582,0.005784749984741211,68,GO:0050793,GO:0042391,GO:0010033
K-Means,0.5695872619027509,0.009737968444824219,67,GO:0050793,GO:0042391,GO:0051649
Agglomerative,0.5118414043863916,0.0018863677978515625,67,GO:0050793,GO:0042391,GO:0051649
DBSCAN,0.0,0.002490997314453125,67,GO:0050793,GO:0042391,GO:0051649
HDBSCAN,0.23782921404369425,0.005753517150878906,67,GO:0050793,GO:0042391,GO:0051649
K-Means,0.5962951277775274,0.009714603424072266,53,GO:0050793,GO:0045165,GO:0010035
Agglomerative,0.5962951277775274,0.001665353775024414,53,GO:0050793,GO:0045165,GO:0010035
DBSCAN,0.0,0.002184152603149414,53,GO:0050793,GO:0045165,GO:0010035
HDBSCAN,0.3728970451782349,0.0040128231048583984,53,GO:0050793,GO:0045165,GO:0010035
K-Means,0.6975628360173715,0.009705066680908203,62,GO:0050793,GO:0045165,GO:0010033
Agglomerative,0.6975628360173715,0.0017948150634765625,62,GO:0050793,GO:0045165,GO:0010033
DBSCAN,0.0,0.0022449493408203125,62,GO:0050793,GO:0045165,GO:0010033
HDBSCAN,0.0,0.0046024322509765625,62,GO:0050793,GO:0045165,GO:0010033
K-Means,0.5624351926819221,0.009770631790161133,61,GO:0050793,GO:0045165,GO:0051649
Agglomerative,0.4818944425026215,0.0017733573913574219,61,GO:0050793,GO:0045165,GO:0051649
DBSCAN,0.0,0.0647730827331543,61,GO:0050793,GO:0045165,GO:0051649
HDBSCAN,0.0549857556440228,0.0045473575592041016,61,GO:0050793,GO:0045165,GO:0051649
K-Means,0.48399823117808743,0.009791374206542969,84,GO:0050793,GO:0030154,GO:0010035
Agglomerative,0.672497999503325,0.0021812915802001953,84,GO:0050793,GO:0030154,GO:0010035
DBSCAN,0.0,0.0643768310546875,84,GO:0050793,GO:0030154,GO:0010035
HDBSCAN,0.37140410321331496,0.007434844970703125,84,GO:0050793,GO:0030154,GO:0010035
K-Means,0.6867423707618144,0.009626150131225586,93,GO:0050793,GO:0030154,GO:0010033
Agglomerative,0.655883958101826,0.001943826675415039,93,GO:0050793,GO:0030154,GO:0010033
DBSCAN,0.0,0.0022933483123779297,93,GO:0050793,GO:0030154,GO:0010033
HDBSCAN,0.43993121582752265,0.008618593215942383,93,GO:0050793,GO:0030154,GO:0010033
K-Means,0.41186444843093406,0.009798049926757812,92,GO:0050793,GO:0030154,GO:0051649
Agglomerative,0.5037446617628885,0.0023331642150878906,92,GO:0050793,GO:0030154,GO:0051649
DBSCAN,0.0,0.06423592567443848,92,GO:0050793,GO:0030154,GO:0051649
HDBSCAN,0.12852556880449562,0.008438587188720703,92,GO:0050793,GO:0030154,GO:0051649
K-Means,0.5496140507886789,0.009778499603271484,66,GO:0050793,GO:0010035,GO:0051649
Agglomerative,0.5496140507886789,0.0018584728240966797,66,GO:0050793,GO:0010035,GO:0051649
DBSCAN,0.0,0.06466984748840332,66,GO:0050793,GO:0010035,GO:0051649
HDBSCAN,0.26721894940760416,0.0050051212310791016,66,GO:0050793,GO:0010035,GO:0051649
K-Means,0.42974846120292737,0.009770870208740234,75,GO:0050793,GO:0010033,GO:0051649
Agglomerative,0.5192057556398896,0.002001523971557617,75,GO:0050793,GO:0010033,GO:0051649
DBSCAN,0.0,0.06441164016723633,75,GO:0050793,GO:0010033,GO:0051649
HDBSCAN,0.3535301931133136,0.005374431610107422,75,GO:0050793,GO:0010033,GO:0051649
K-Means,0.6461752951822618,0.009599685668945312,69,GO:0006810,GO:2000241,GO:0042391
Agglomerative,0.5366900791674538,0.0015721321105957031,69,GO:0006810,GO:2000241,GO:0042391
DBSCAN,0.0,0.002145528793334961,69,GO:0006810,GO:2000241,GO:0042391
HDBSCAN,0.6045685106738827,0.0053861141204833984,69,GO:0006810,GO:2000241,GO:0042391
K-Means,0.6441114095857486,0.00974130630493164,63,GO:0006810,GO:2000241,GO:0045165
Agglomerative,0.7068057055931568,0.0018112659454345703,63,GO:0006810,GO:2000241,GO:0045165
DBSCAN,0.0,0.06470513343811035,63,GO:0006810,GO:2000241,GO:0045165
HDBSCAN,0.5473335687161788,0.004788398742675781,63,GO:0006810,GO:2000241,GO:0045165
K-Means,0.5004218551945335,0.009758949279785156,94,GO:0006810,GO:2000241,GO:0030154
Agglomerative,0.6435574452382609,0.0023894309997558594,94,GO:0006810,GO:2000241,GO:0030154
DBSCAN,0.0,0.06421804428100586,94,GO:0006810,GO:2000241,GO:0030154
HDBSCAN,0.3453913589253182,0.008656740188598633,94,GO:0006810,GO:2000241,GO:0030154
K-Means,0.5732560214094559,0.009752511978149414,68,GO:0006810,GO:2000241,GO:0010035
Agglomerative,0.6542356977931504,0.0018973350524902344,68,GO:0006810,GO:2000241,GO:0010035
DBSCAN,0.0,0.002255678176879883,68,GO:0006810,GO:2000241,GO:0010035
HDBSCAN,0.4836994603876531,0.005299806594848633,68,GO:0006810,GO:2000241,GO:0010035
K-Means,0.553883838034451,0.009764432907104492,77,GO:0006810,GO:2000241,GO:0010033
Agglomerative,0.602486023323279,0.0020427703857421875,77,GO:0006810,GO:2000241,GO:0010033
DBSCAN,0.0,0.0023179054260253906,77,GO:0006810,GO:2000241,GO:0010033
HDBSCAN,0.4844612219591628,0.006227254867553711,77,GO:0006810,GO:2000241,GO:0010033
K-Means,0.6025774359619677,0.00976109504699707,60,GO:0006810,GO:0042391,GO:0045165
Agglomerative,0.5266746891295627,0.0017745494842529297,60,GO:0006810,GO:0042391,GO:0045165
DBSCAN,0.0,0.0022313594818115234,60,GO:0006810,GO:0042391,GO:0045165
HDBSCAN,0.6295893693014176,0.004632234573364258,60,GO:0006810,GO:0042391,GO:0045165
K-Means,0.7394670563726252,0.009607791900634766,91,GO:0006810,GO:0042391,GO:0030154
Agglomerative,0.6955528622039903,0.0019028186798095703,91,GO:0006810,GO:0042391,GO:0030154
DBSCAN,0.0,0.0022919178009033203,91,GO:0006810,GO:0042391,GO:0030154
HDBSCAN,0.4950340763561136,0.00893259048461914,91,GO:0006810,GO:0042391,GO:0030154
K-Means,0.6715643906655142,0.009755373001098633,65,GO:0006810,GO:0042391,GO:0010035
Agglomerative,0.4822306764405679,0.001840829849243164,65,GO:0006810,GO:0042391,GO:0010035
DBSCAN,0.0,0.002445697784423828,65,GO:0006810,GO:0042391,GO:0010035
HDBSCAN,0.608433734939759,0.005547761917114258,65,GO:0006810,GO:0042391,GO:0010035
K-Means,0.44604742796414415,0.009787321090698242,74,GO:0006810,GO:0042391,GO:0010033
Agglomerative,0.6138454642297021,0.001987934112548828,74,GO:0006810,GO:0042391,GO:0010033
DBSCAN,0.0,0.0023200511932373047,74,GO:0006810,GO:0042391,GO:0010033
HDBSCAN,0.36247037422067124,0.005980730056762695,74,GO:0006810,GO:0042391,GO:0010033
K-Means,0.5207454009715696,0.009743690490722656,59,GO:0006810,GO:0045165,GO:0010035
Agglomerative,0.5907150480256137,0.00174713134765625,59,GO:0006810,GO:0045165,GO:0010035
DBSCAN,0.0,0.0022552013397216797,59,GO:0006810,GO:0045165,GO:0010035
HDBSCAN,0.47778081941783007,0.0046443939208984375,59,GO:0006810,GO:0045165,GO:0010035
K-Means,0.6830172522544908,0.00973057746887207,68,GO:0006810,GO:0045165,GO:0010033
Agglomerative,0.6830172522544908,0.0018870830535888672,68,GO:0006810,GO:0045165,GO:0010033
DBSCAN,0.0,0.0646657943725586,68,GO:0006810,GO:0045165,GO:0010033
HDBSCAN,0.3036831970076103,0.005430459976196289,68,GO:0006810,GO:0045165,GO:0010033
K-Means,0.747603475922723,0.009782075881958008,90,GO:0006810,GO:0030154,GO:0010035
Agglomerative,0.7031504884215111,0.0023126602172851562,90,GO:0006810,GO:0030154,GO:0010035
DBSCAN,0.0,0.0024411678314208984,90,GO:0006810,GO:0030154,GO:0010035
HDBSCAN,0.42715179915406043,0.008304119110107422,90,GO:0006810,GO:0030154,GO:0010035
K-Means,0.6523006318537868,0.009802103042602539,99,GO:0006810,GO:0030154,GO:0010033
Agglomerative,0.6486919336302938,0.002496004104614258,99,GO:0006810,GO:0030154,GO:0010033
DBSCAN,0.0,0.002767801284790039,99,GO:0006810,GO:0030154,GO:0010033
HDBSCAN,0.3672594112743377,0.01031804084777832,99,GO:0006810,GO:0030154,GO:0010033
K-Means,0.609354508020686,0.009701251983642578,54,GO:2000241,GO:0042391,GO:0045165
Agglomerative,0.4757857718514177,0.0016870498657226562,54,GO:2000241,GO:0042391,GO:0045165
DBSCAN,0.0,0.002365589141845703,54,GO:2000241,GO:0042391,GO:0045165
HDBSCAN,0.4920860640534191,0.004652738571166992,54,GO:2000241,GO:0042391,GO:0045165
K-Means,0.5406748548017523,0.009753942489624023,85,GO:2000241,GO:0042391,GO:0030154
Agglomerative,0.7150544324656568,0.002189159393310547,85,GO:2000241,GO:0042391,GO:0030154
DBSCAN,0.0,0.0026268959045410156,85,GO:2000241,GO:0042391,GO:0030154
HDBSCAN,0.38602661266323735,0.00836634635925293,85,GO:2000241,GO:0042391,GO:0030154
K-Means,0.6069314073602373,0.009745597839355469,59,GO:2000241,GO:0042391,GO:0010035
Agglomerative,0.4365903453120541,0.0017507076263427734,59,GO:2000241,GO:0042391,GO:0010035
DBSCAN,0.0,0.002432107925415039,59,GO:2000241,GO:0042391,GO:0010035
HDBSCAN,0.6253752248006044,0.005019187927246094,59,GO:2000241,GO:0042391,GO:0010035
K-Means,0.4581947717827393,0.009771347045898438,68,GO:2000241,GO:0042391,GO:0010033
Agglomerative,0.6364726156834568,0.0018875598907470703,68,GO:2000241,GO:0042391,GO:0010033
DBSCAN,0.0,0.0024743080139160156,68,GO:2000241,GO:0042391,GO:0010033
HDBSCAN,0.7062601647426112,0.005882978439331055,68,GO:2000241,GO:0042391,GO:0010033
K-Means,0.36212871165059235,0.009733915328979492,67,GO:2000241,GO:0042391,GO:0051649
Agglomerative,0.41155654565348104,0.0018815994262695312,67,GO:2000241,GO:0042391,GO:0051649
DBSCAN,0.0,0.002473115921020508,67,GO:2000241,GO:0042391,GO:0051649
HDBSCAN,0.3706950532247965,0.005705595016479492,67,GO:2000241,GO:0042391,GO:0051649
K-Means,0.3262317689832421,0.009713411331176758,53,GO:2000241,GO:0045165,GO:0010035
Agglomerative,0.5962951277775274,0.0016672611236572266,53,GO:2000241,GO:0045165,GO:0010035
DBSCAN,0.0,0.0023832321166992188,53,GO:2000241,GO:0045165,GO:0010035
HDBSCAN,0.5620467977655526,0.004564762115478516,53,GO:2000241,GO:0045165,GO:0010035
K-Means,0.636374244593202,0.009584903717041016,62,GO:2000241,GO:0045165,GO:0010033
Agglomerative,0.6975628360173715,0.0016951560974121094,62,GO:2000241,GO:0045165,GO:0010033
DBSCAN,0.0,0.0650629997253418,62,GO:2000241,GO:0045165,GO:0010033
HDBSCAN,0.5904343754538307,0.0047092437744140625,62,GO:2000241,GO:0045165,GO:0010033
K-Means,0.49095183307055296,0.009573936462402344,61,GO:2000241,GO:0045165,GO:0051649
Agglomerative,0.5757077944774555,0.0014696121215820312,61,GO:2000241,GO:0045165,GO:0051649
DBSCAN,0.0,0.0020914077758789062,61,GO:2000241,GO:0045165,GO:0051649
HDBSCAN,0.079830319430985,0.004740238189697266,61,GO:2000241,GO:0045165,GO:0051649
K-Means,0.6303877730538044,0.009628057479858398,84,GO:2000241,GO:0030154,GO:0010035
Agglomerative,0.71983251558638,0.0018188953399658203,84,GO:2000241,GO:0030154,GO:0010035
DBSCAN,0.0,0.002259492874145508,84,GO:2000241,GO:0030154,GO:0010035
HDBSCAN,0.40469713853367545,0.007615804672241211,84,GO:2000241,GO:0030154,GO:0010035
K-Means,0.7037038985290927,0.009766340255737305,93,GO:2000241,GO:0030154,GO:0010033
Agglomerative,0.6867423707618144,0.0023643970489501953,93,GO:2000241,GO:0030154,GO:0010033
DBSCAN,0.0,0.06420660018920898,93,GO:2000241,GO:0030154,GO:0010033
HDBSCAN,0.4433592756498296,0.008524417877197266,93,GO:2000241,GO:0030154,GO:0010033
K-Means,0.6836816381562316,0.009805440902709961,92,GO:2000241,GO:0030154,GO:0051649
Agglomerative,0.5438402348242093,0.0023450851440429688,92,GO:2000241,GO:0030154,GO:0051649
DBSCAN,0.0,0.0024411678314208984,92,GO:2000241,GO:0030154,GO:0051649
HDBSCAN,0.17666064229111636,0.008658409118652344,92,GO:2000241,GO:0030154,GO:0051649
K-Means,0.49963541335316947,0.009600400924682617,66,GO:2000241,GO:0010035,GO:0051649
Agglomerative,0.49963541335316947,0.0016937255859375,66,GO:2000241,GO:0010035,GO:0051649
DBSCAN,0.0,0.0022537708282470703,66,GO:2000241,GO:0010035,GO:0051649
HDBSCAN,0.349241934721281,0.005171775817871094,66,GO:2000241,GO:0010035,GO:0051649
K-Means,0.5345327624954488,0.00976252555847168,75,GO:2000241,GO:0010033,GO:0051649
Agglomerative,0.5969523472898073,0.0020105838775634766,75,GO:2000241,GO:0010033,GO:0051649
DBSCAN,0.0,0.002325296401977539,75,GO:2000241,GO:0010033,GO:0051649
HDBSCAN,0.4885701841765465,0.0060558319091796875,75,GO:2000241,GO:0010033,GO:0051649
K-Means,0.4800005957744696,0.00971674919128418,50,GO:0042391,GO:0045165,GO:0010035
Agglomerative,0.6229311528717216,0.0016307830810546875,50,GO:0042391,GO:0045165,GO:0010035
DBSCAN,0.0,0.002164125442504883,50,GO:0042391,GO:0045165,GO:0010035
HDBSCAN,0.6653940949283463,0.003869295120239258,50,GO:0042391,GO:0045165,GO:0010035
K-Means,0.6029508892533921,0.00972604751586914,59,GO:0042391,GO:0045165,GO:0010033
Agglomerative,0.6029508892533921,0.001760244369506836,59,GO:0042391,GO:0045165,GO:0010033
DBSCAN,0.0,0.0024340152740478516,59,GO:0042391,GO:0045165,GO:0010033
HDBSCAN,0.730210026243523,0.004561185836791992,59,GO:0042391,GO:0045165,GO:0010033
K-Means,0.4922583904477146,0.00971364974975586,58,GO:0042391,GO:0045165,GO:0051649
Agglomerative,0.6035751840168244,0.001733541488647461,58,GO:0042391,GO:0045165,GO:0051649
DBSCAN,0.0,0.0022051334381103516,58,GO:0042391,GO:0045165,GO:0051649
HDBSCAN,0.25871962209336213,0.004421234130859375,58,GO:0042391,GO:0045165,GO:0051649
K-Means,0.7886634116570034,0.0097503662109375,81,GO:0042391,GO:0030154,GO:0010035
Agglomerative,0.7886634116570034,0.0021300315856933594,81,GO:0042391,GO:0030154,GO:0010035
DBSCAN,0.0,0.0023660659790039062,81,GO:0042391,GO:0030154,GO:0010035
HDBSCAN,0.7137436779920673,0.007230997085571289,81,GO:0042391,GO:0030154,GO:0010035
K-Means,0.7430839628066873,0.009778499603271484,90,GO:0042391,GO:0030154,GO:0010033
Agglomerative,0.7430839628066873,0.0023009777069091797,90,GO:0042391,GO:0030154,GO:0010033
DBSCAN,0.0,0.06426405906677246,90,GO:0042391,GO:0030154,GO:0010033
HDBSCAN,0.7237573090615013,0.00811910629272461,90,GO:0042391,GO:0030154,GO:0010033
K-Means,0.04591023569290799,0.009790420532226562,89,GO:0042391,GO:0030154,GO:0051649
Agglomerative,0.5739404685743746,0.002299785614013672,89,GO:0042391,GO:0030154,GO:0051649
DBSCAN,0.0,0.002424478530883789,89,GO:0042391,GO:0030154,GO:0051649
HDBSCAN,0.3784155530730362,0.008156776428222656,89,GO:0042391,GO:0030154,GO:0051649
K-Means,0.38390927253679374,0.009759664535522461,63,GO:0042391,GO:0010035,GO:0051649
Agglomerative,0.5214759528252194,0.0018100738525390625,63,GO:0042391,GO:0010035,GO:0051649
DBSCAN,0.0,0.0022749900817871094,63,GO:0042391,GO:0010035,GO:0051649
HDBSCAN,0.529350662301185,0.004785299301147461,63,GO:0042391,GO:0010035,GO:0051649
K-Means,0.014250337484466774,0.009746551513671875,72,GO:0042391,GO:0010033,GO:0051649
Agglomerative,0.6197796122346105,0.0019488334655761719,72,GO:0042391,GO:0010033,GO:0051649
DBSCAN,0.0,0.06459569931030273,72,GO:0042391,GO:0010033,GO:0051649
HDBSCAN,0.6249857260212729,0.0054891109466552734,72,GO:0042391,GO:0010033,GO:0051649
K-Means,0.5913495627511227,0.009712457656860352,57,GO:0045165,GO:0010035,GO:0051649
Agglomerative,0.5913495627511227,0.0017299652099609375,57,GO:0045165,GO:0010035,GO:0051649
DBSCAN,0.0,0.06482601165771484,57,GO:0045165,GO:0010035,GO:0051649
HDBSCAN,0.29756310641057887,0.00424504280090332,57,GO:0045165,GO:0010035,GO:0051649
K-Means,0.6865409907935116,0.009764909744262695,66,GO:0045165,GO:0010033,GO:0051649
Agglomerative,0.6865409907935116,0.001852273941040039,66,GO:0045165,GO:0010033,GO:0051649
DBSCAN,0.0,0.0022830963134765625,66,GO:0045165,GO:0010033,GO:0051649
HDBSCAN,0.4113199522723782,0.005091428756713867,66,GO:0045165,GO:0010033,GO:0051649
K-Means,0.7280763273773058,0.00978231430053711,88,GO:0030154,GO:0010035,GO:0051649
Agglomerative,0.4503777244960661,0.00226593017578125,88,GO:0030154,GO:0010035,GO:0051649
DBSCAN,0.0,0.002415180206298828,88,GO:0030154,GO:0010035,GO:0051649
HDBSCAN,0.43985290076988726,0.008091449737548828,88,GO:0030154,GO:0010035,GO:0051649
K-Means,0.5351161811558837,0.009762048721313477,97,GO:0030154,GO:0010033,GO:0051649
Agglomerative,0.5351161811558837,0.0024366378784179688,97,GO:0030154,GO:0010033,GO:0051649
DBSCAN,0.0,0.0027167797088623047,97,GO:0030154,GO:0010033,GO:0051649
HDBSCAN,0.5096538306637427,0.009903907775878906,97,GO:0030154,GO:0010033,GO:0051649
K-Means,0.5333333333333333,0.009609460830688477,50,GO:0010468,GO:0031328,GO:0018205
Agglomerative,0.398288265938973,0.0015170574188232422,50,GO:0010468,GO:0031328,GO:0018205
DBSCAN,0.0,0.0021507740020751953,50,GO:0010468,GO:0031328,GO:0018205
HDBSCAN,0.4829258700924166,0.003783702850341797,50,GO:0010468,GO:0031328,GO:0018205
K-Means,0.4790730872887926,0.009713172912597656,51,GO:0010468,GO:0031328,GO:0051054
Agglomerative,0.4790730872887926,0.0016443729400634766,51,GO:0010468,GO:0031328,GO:0051054
DBSCAN,0.0,0.002382516860961914,51,GO:0010468,GO:0031328,GO:0051054
HDBSCAN,0.0,0.00420689582824707,51,GO:0010468,GO:0031328,GO:0051054
K-Means,0.5236185018419975,0.009677886962890625,46,GO:0010468,GO:0018205,GO:0051054
Agglomerative,0.5236185018419975,0.0015611648559570312,46,GO:0010468,GO:0018205,GO:0051054
DBSCAN,0.0,0.002313852310180664,46,GO:0010468,GO:0018205,GO:0051054
HDBSCAN,0.48544995794785534,0.003966331481933594,46,GO:0010468,GO:0018205,GO:0051054
K-Means,0.5234758234057463,0.009688854217529297,51,GO:0031328,GO:0018205,GO:0051054
Agglomerative,0.5234758234057463,0.0016355514526367188,51,GO:0031328,GO:0018205,GO:0051054
DBSCAN,0.0,0.06493115425109863,51,GO:0031328,GO:0018205,GO:0051054
HDBSCAN,0.47770029480364185,0.0037784576416015625,51,GO:0031328,GO:0018205,GO:0051054
K-Means,0.6461094484822574,0.009708166122436523,44,GO:0019752,GO:0044089,GO:0019216
Agglomerative,0.6461094484822574,0.0015583038330078125,44,GO:0019752,GO:0044089,GO:0019216
DBSCAN,0.0,0.06497502326965332,44,GO:0019752,GO:0044089,GO:0019216
HDBSCAN,0.3774785589285973,0.0033397674560546875,44,GO:0019752,GO:0044089,GO:0019216
K-Means,0.6024137460793673,0.009543657302856445,49,GO:0019752,GO:0044089,GO:0050804
Agglomerative,0.6024137460793673,0.0013339519500732422,49,GO:0019752,GO:0044089,GO:0050804
DBSCAN,0.0,0.002021312713623047,49,GO:0019752,GO:0044089,GO:0050804
HDBSCAN,0.540263170087569,0.003699779510498047,49,GO:0019752,GO:0044089,GO:0050804
